date,selected_params,training_score,training_net_profit,training_max_drawdown,training_max_unrealized_loss,training_margin_call_count
2015-11-04,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-25765.252003311616,32423.483170965745,62131.11907458212,54246.3512739726,0
2015-11-11,"{""base_buy_amount"": 302576.46338654356, ""max_daily_buy_amount"": 1941435.1169606755, ""score_threshold"": 1.1150036158631784, ""score_scale"": 3.72600585121548, ""w_drawdown"": 2.246807510718943, ""w_rsi"": 1.361207809225795, ""w_ma_gap_25"": 0.48195481076749647, ""w_ret_5"": 4.513011982719208, ""w_trend"": -0.2653422609983336, ""w_vol"": 1.0118168239761516, ""w_exposure"": 3.0595662415065252, ""w_unrealized_loss"": 5.79219568941896, ""fixed_profit_yen"": 11308.32079814389, ""base_take_profit_pct"": 0.025985199954586514, ""min_take_profit_pct"": 0.00782667576851689, ""exposure_tp_sensitivity"": 0.6475166603558431, ""vol_tp_multiplier"": 2.1604651988755186}",5832.8717383202165,505717.88825553295,468463.7840344254,531306.2490000001,0
2015-11-18,"{""base_buy_amount"": 302576.46338654356, ""max_daily_buy_amount"": 1941435.1169606755, ""score_threshold"": 1.1150036158631784, ""score_scale"": 3.72600585121548, ""w_drawdown"": 2.246807510718943, ""w_rsi"": 1.361207809225795, ""w_ma_gap_25"": 0.48195481076749647, ""w_ret_5"": 4.513011982719208, ""w_trend"": -0.2653422609983336, ""w_vol"": 1.0118168239761516, ""w_exposure"": 3.0595662415065252, ""w_unrealized_loss"": 5.79219568941896, ""fixed_profit_yen"": 11308.32079814389, ""base_take_profit_pct"": 0.025985199954586514, ""min_take_profit_pct"": 0.00782667576851689, ""exposure_tp_sensitivity"": 0.6475166603558431, ""vol_tp_multiplier"": 2.1604651988755186}",4412.4883958544815,504297.5049130672,468463.7840344254,531306.2490000001,0
2015-11-26,"{""base_buy_amount"": 302576.46338654356, ""max_daily_buy_amount"": 1941435.1169606755, ""score_threshold"": 1.1150036158631784, ""score_scale"": 3.72600585121548, ""w_drawdown"": 2.246807510718943, ""w_rsi"": 1.361207809225795, ""w_ma_gap_25"": 0.48195481076749647, ""w_ret_5"": 4.513011982719208, ""w_trend"": -0.2653422609983336, ""w_vol"": 1.0118168239761516, ""w_exposure"": 3.0595662415065252, ""w_unrealized_loss"": 5.79219568941896, ""fixed_profit_yen"": 11308.32079814389, ""base_take_profit_pct"": 0.025985199954586514, ""min_take_profit_pct"": 0.00782667576851689, ""exposure_tp_sensitivity"": 0.6475166603558431, ""vol_tp_multiplier"": 2.1604651988755186}",16862.946039690112,516747.96255690284,468463.7840344254,531306.2490000001,0
2015-12-03,"{""base_buy_amount"": 302576.46338654356, ""max_daily_buy_amount"": 1941435.1169606755, ""score_threshold"": 1.1150036158631784, ""score_scale"": 3.72600585121548, ""w_drawdown"": 2.246807510718943, ""w_rsi"": 1.361207809225795, ""w_ma_gap_25"": 0.48195481076749647, ""w_ret_5"": 4.513011982719208, ""w_trend"": -0.2653422609983336, ""w_vol"": 1.0118168239761516, ""w_exposure"": 3.0595662415065252, ""w_unrealized_loss"": 5.79219568941896, ""fixed_profit_yen"": 11308.32079814389, ""base_take_profit_pct"": 0.025985199954586514, ""min_take_profit_pct"": 0.00782667576851689, ""exposure_tp_sensitivity"": 0.6475166603558431, ""vol_tp_multiplier"": 2.1604651988755186}",23981.610916402424,523866.62743361515,468463.7840344254,531306.2490000001,0
2015-12-10,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-14290.760931093813,43897.97424318355,62131.11907458212,54246.3512739726,0
2015-12-17,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-13167.9119721897,45020.82320208766,62131.11907458212,54246.3512739726,0
2015-12-25,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-11359.965379564339,46828.76979471302,62131.11907458212,54246.3512739726,0
2016-01-05,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-15339.337324769818,42849.39784950754,62131.11907458212,54246.3512739726,0
2016-01-13,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-65819.27230422186,-5851.749081999296,62131.11907458212,57803.927369863,0
2016-01-20,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-126399.66878568665,-28106.77080802666,100103.44059915561,96482.35535616436,0
2016-01-27,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-446654.25348957314,-89967.79486807737,258497.00124299154,254875.91599999997,0
2016-02-03,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-271122.74816381285,85563.71045768289,258497.00124299154,254875.91599999997,0
2016-02-10,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-459097.99336929235,-102411.53474779658,258497.00124299154,254875.91599999997,0
2016-02-18,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-566416.022951623,-137959.5197434788,331464.1873614937,325448.8190547945,0
2016-02-25,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-561036.5674447736,-132580.06423662946,331464.1873614937,325448.8190547945,0
2016-03-03,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-473350.5522118968,-44894.04900375272,331464.1873614937,325448.8190547945,0
2016-03-10,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-483883.9064058886,-55427.40319774451,331464.1873614937,325448.8190547945,0
2016-03-17,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-449260.31035109406,-20803.80714294997,331464.1873614937,325448.8190547945,0
2016-03-25,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-460819.4573099982,-32362.95410185412,331464.1873614937,325448.8190547945,0
2016-04-01,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-461178.59374835435,-32722.09054021028,331464.1873614937,325448.8190547945,0
2016-04-08,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-792071.6441182175,-163615.14091007336,331464.1873614937,325448.8190547945,0
2016-04-15,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-609137.0767419242,69319.42646621991,331464.1873614937,325448.8190547945,0
2016-04-22,"{""base_buy_amount"": 151098.55527781372, ""max_daily_buy_amount"": 1998298.9879010534, ""score_threshold"": 0.6627389444261476, ""score_scale"": 3.4255625700145864, ""w_drawdown"": 0.45220363492066373, ""w_rsi"": 4.4851669944831265, ""w_ma_gap_25"": 0.14499751602234712, ""w_ret_5"": 1.2041402902057352, ""w_trend"": -2.14186874900019, ""w_vol"": 3.883839703461093, ""w_exposure"": 1.9820422721289788, ""w_unrealized_loss"": 9.106382271308853, ""fixed_profit_yen"": 33844.64484839204, ""base_take_profit_pct"": 0.003012555893851494, ""min_take_profit_pct"": 0.0010488685071583042, ""exposure_tp_sensitivity"": 0.046492125312959036, ""vol_tp_multiplier"": 3.0296258882386384}",-571636.4769384968,106820.0262696473,331464.1873614937,325448.8190547945,0
