date,side,shares,price,value,lot_id,realized_pnl_before_tax,realized_pnl_after_tax,reason
2020-01-03,SELL,57,3191.5332663010963,181917.3961791625,58,5201.903713199681,4145.136973863166,take_profit
2020-01-03,SELL,55,3191.5332663010963,175534.3296465603,59,5139.1173027328905,4095.105622682704,take_profit
2020-01-03,SELL,51,3191.5332663010963,162768.1965813559,60,4831.116202669513,3849.6749460972014,take_profit
2020-01-03,SELL,43,3191.5332663010963,137235.93045094714,61,4613.05874900723,3675.9158641464114,take_profit
2020-01-03,BUY,37,3192.810134981353,118133.97499431005,63,0.0,0.0,buy_signal
2020-01-06,BUY,40,3213.956330996517,128558.25323986067,64,0.0,0.0,buy_signal
2020-01-07,BUY,50,3144.5038813291158,157225.1940664558,65,0.0,0.0,buy_signal
2020-01-08,BUY,37,3175.4638538695053,117492.1625931717,66,0.0,0.0,buy_signal
2020-01-09,BUY,47,3121.4461570070043,146707.9693793292,67,0.0,0.0,buy_signal
2020-01-10,SELL,61,3211.3235779316115,195890.7382538283,53,4131.240620034304,3291.979088074335,take_profit
2020-01-10,SELL,61,3211.3235779316115,195890.7382538283,54,4106.928322677559,3272.605833925613,take_profit
2020-01-10,SELL,47,3211.3235779316115,150932.20816278574,67,4212.6666203558725,3356.8633964305773,take_profit
2020-01-10,BUY,27,3212.6083643200614,86740.42583664166,68,0.0,0.0,buy_signal
2020-01-13,BUY,53,3118.9634447271706,165305.06257054003,69,0.0,0.0,buy_signal
2020-01-14,BUY,52,3113.963391506387,161926.0963583321,70,0.0,0.0,buy_signal
2020-01-15,BUY,54,3113.617676365203,168135.35452372095,71,0.0,0.0,buy_signal
2020-01-16,BUY,59,3027.597671028121,178628.26259065914,72,0.0,0.0,buy_signal
2020-01-17,SELL,59,3132.735149584487,184831.3738254847,72,6188.863743614821,4931.596074099471,take_profit
2020-01-17,BUY,25,3133.9884943132665,78349.71235783167,73,0.0,0.0,buy_signal
2020-01-20,SELL,39,3259.8986350060636,127136.04676523648,62,3876.958076154761,3089.3540429839213,take_profit
2020-01-20,SELL,37,3259.8986350060636,120616.24949522436,63,2383.917347312464,1899.624538205937,take_profit
2020-01-20,SELL,50,3259.8986350060636,162994.9317503032,65,5661.179225932059,4511.110666183961,take_profit
2020-01-20,SELL,37,3259.8986350060636,120616.24949522436,66,3052.7710935038035,2432.6006458585057,take_profit
2020-01-20,SELL,53,3259.8986350060636,172774.62765532138,69,7405.88823341858,5901.382038799596,take_profit
2020-01-20,SELL,52,3259.8986350060636,169514.7290203153,70,7538.584711678973,6007.1212275013895,take_profit
2020-01-20,SELL,54,3259.8986350060636,176034.52629032743,71,7860.109980391479,6263.328637874951,take_profit
2020-01-20,SELL,25,3259.8986350060636,81497.4658751516,73,3141.5155887603037,2503.316696903648,take_profit
2020-01-20,BUY,2,3261.202855304126,6522.405710608252,74,0.0,0.0,buy_signal
2020-01-21,BUY,9,3223.8389996935734,29014.55099724216,75,0.0,0.0,buy_signal
2020-01-22,SELL,40,3285.3215085712577,131412.8603428503,64,2738.1805454302853,2181.919167626123,take_profit
2020-01-22,SELL,27,3285.3215085712577,88703.68073142396,68,1910.8838076696,1522.6877621415208,take_profit
2020-01-22,SELL,9,3285.3215085712577,29567.89357714132,75,551.0789358157084,439.1272500047472,take_profit
2020-01-22,BUY,3,3286.6359000529824,9859.907700158947,76,0.0,0.0,buy_signal
2020-01-23,SELL,2,3320.538356560862,6641.076713121724,74,117.16615879043086,93.36385363215483,take_profit
2020-01-23,BUY,1,3321.8668375996945,3321.8668375996945,77,0.0,0.0,buy_signal
2020-01-24,BUY,37,3125.8990495362596,115658.26483284161,78,0.0,0.0,buy_signal
2020-01-27,BUY,39,3133.5737396196573,122209.37584516664,79,0.0,0.0,buy_signal
2020-01-28,BUY,35,3136.9361192751094,109792.76417462883,80,0.0,0.0,buy_signal
2020-01-29,BUY,37,3142.5984637352376,116276.14315820379,81,0.0,0.0,buy_signal
2020-01-30,BUY,56,3075.203934436214,172211.42032842798,82,0.0,0.0,buy_signal
2020-01-31,BUY,46,3062.431232222493,140871.83668223466,83,0.0,0.0,buy_signal
2020-02-03,BUY,48,3039.5690067149626,145899.3123223182,84,0.0,0.0,buy_signal
2020-02-04,SELL,56,3135.381740755956,175581.37748233354,82,3330.235749270213,2653.6983568059695,take_profit
2020-02-04,SELL,46,3135.381740755956,144227.56007477397,83,3333.8978208046055,2656.61647850815,take_profit
2020-02-04,SELL,48,3135.381740755956,150498.32355628588,84,4587.471751594687,3655.5268652582263,take_profit
2020-02-04,BUY,17,3136.636144332974,53322.814453660554,85,0.0,0.0,buy_signal
2020-02-05,BUY,17,3149.9870068126,53549.779115814206,86,0.0,0.0,buy_signal
2020-02-06,BUY,11,3162.920962781879,34792.13059060067,87,0.0,0.0,buy_signal
2020-02-07,SELL,37,3269.116405111305,120957.30698911828,78,5210.060751581517,4151.636909897732,take_profit
2020-02-07,SELL,39,3269.116405111305,127495.5397993409,79,5201.779746063736,4145.038190650888,take_profit
2020-02-07,SELL,35,3269.116405111305,114419.07417889568,80,4559.01644259975,3632.852252285611,take_profit
2020-02-07,SELL,37,3269.116405111305,120957.30698911828,81,4618.964531489523,3680.6218869174268,take_profit
2020-02-07,SELL,17,3269.116405111305,55574.97888689219,85,2239.6582899859945,1784.6717083753397,take_profit
2020-02-07,SELL,17,3269.116405111305,55574.97888689219,86,2016.8131786538972,1607.097581410358,take_profit
2020-02-07,SELL,11,3269.116405111305,35960.280456224355,87,1165.3901125999962,928.641111225307,take_profit
2020-02-07,BUY,1,3270.4243132549786,3270.4243132549786,88,0.0,0.0,buy_signal
2020-02-10,BUY,4,3231.3364989659467,12925.345995863787,89,0.0,0.0,buy_signal
2020-02-11,BUY,10,3207.2366965917295,32072.366965917296,90,0.0,0.0,buy_signal
2020-02-12,BUY,46,3080.5466702704616,141705.14683244124,91,0.0,0.0,buy_signal
2020-02-13,SELL,46,3188.9185463193185,146690.25313068865,91,4973.837292393361,3963.40224644365,take_profit
2020-02-13,BUY,10,3190.1943689023624,31901.943689023625,92,0.0,0.0,buy_signal
2020-02-14,SELL,10,3252.2649542383133,32522.649542383133,90,442.9637387441052,352.97565521824026,take_profit
2020-02-14,SELL,10,3252.2649542383133,32522.649542383133,92,618.2020394803693,492.6142951599323,take_profit
2020-02-14,BUY,7,3253.5661204532516,22774.96284317276,93,0.0,0.0,buy_signal
2020-02-17,SELL,1,3331.5386424323715,3331.5386424323715,88,59.63279837106189,47.51839538198067,take_profit
2020-02-17,SELL,4,3331.5386424323715,13326.154569729486,89,395.8744079824348,315.4525220008031,take_profit
2020-02-17,SELL,7,3331.5386424323715,23320.7704970266,93,544.0181993372051,433.50090214185195,take_profit
2020-02-17,BUY,2,3332.8715244657506,6665.743048931501,94,0.0,0.0,buy_signal
2020-02-18,SELL,59,3395.644382601601,200343.01857349445,50,4212.184768486448,3356.479432768426,take_profit
2020-02-18,SELL,3,3395.644382601601,10186.933147804804,76,313.10687582837596,249.4992140038414,take_profit
2020-02-18,SELL,1,3395.644382601601,3395.644382601601,77,69.39179339013752,55.29485056293109,take_profit
2020-02-18,BUY,1,3397.002912060533,3397.002912060533,95,0.0,0.0,buy_signal
2020-02-19,SELL,2,3406.8418186300887,6813.683637260177,94,146.90068933292386,117.05781429494039,take_profit
2020-02-20,BUY,1,3421.959864731804,3421.959864731804,96,0.0,0.0,buy_signal
2020-02-21,BUY,3,3400.8988444767074,10202.696533430122,97,0.0,0.0,buy_signal
2020-02-24,BUY,6,3378.3792044946917,20270.27522696815,98,0.0,0.0,buy_signal
2020-02-25,BUY,7,3398.8120430980894,23791.684301686626,99,0.0,0.0,buy_signal
2020-02-26,SELL,1,3503.9559891127064,3503.9559891127064,95,105.38220451960863,83.97380967145014,take_profit
2020-02-26,SELL,1,3503.9559891127064,3503.9559891127064,96,80.94738159985639,64.50292102784556,take_profit
2020-02-26,SELL,3,3503.9559891127064,10511.86796733812,97,306.80661862724025,244.4788540531164,take_profit
2020-02-26,SELL,6,3503.9559891127064,21023.73593467624,98,750.2878524853165,597.8668752529245,take_profit
2020-02-26,SELL,7,3503.9559891127064,24527.691923788945,99,734.125458062482,584.9878712570888,take_profit
2020-02-26,BUY,1,3505.3578518809054,3505.3578518809054,100,0.0,0.0,buy_signal
2020-02-28,BUY,1,3546.500211665223,3546.500211665223,101,0.0,0.0,buy_signal
2020-03-02,BUY,2,3506.369483768165,7012.73896753633,102,0.0,0.0,buy_signal
2020-03-03,BUY,4,3456.1542574306472,13824.617029722589,103,0.0,0.0,buy_signal
2020-03-04,SELL,1,3583.42563911691,3583.42563911691,100,76.71409152670148,61.12962383305207,take_profit
2020-03-04,SELL,2,3583.42563911691,7166.85127823382,102,153.03170759257713,121.94331619514509,take_profit
2020-03-04,SELL,4,3583.42563911691,14333.70255646764,103,507.98555076700995,404.7882861286919,take_profit
2020-03-04,BUY,1,3584.859296103954,3584.859296103954,104,0.0,0.0,buy_signal
2020-03-05,SELL,1,3618.5101127798375,3618.5101127798375,101,70.92247760175178,56.51457627695591,take_profit
2020-03-05,BUY,1,3619.957806363666,3619.957806363666,105,0.0,0.0,buy_signal
2020-03-06,BUY,1,3632.6864008081798,3632.6864008081798,106,0.0,0.0,buy_signal
2020-03-09,BUY,1,3626.452068593989,3626.452068593989,107,0.0,0.0,buy_signal
2020-03-10,BUY,5,3524.5954487269287,17622.977243634643,108,0.0,0.0,buy_signal
2020-03-11,BUY,14,3520.336113196803,49284.70558475524,109,0.0,0.0,buy_signal
2020-03-12,SELL,5,3594.908596612166,17974.54298306083,108,348.8374208305736,277.9710987888426,take_profit
2020-03-12,SELL,14,3594.908596612166,50328.72035257032,109,1040.1572694176916,828.8493201354876,take_profit
2020-03-12,BUY,8,3596.3468477010288,28770.77478160823,110,0.0,0.0,buy_signal
2020-03-13,BUY,14,3568.8157065048895,49963.41989106845,111,0.0,0.0,buy_signal
2020-03-16,BUY,17,3540.2211784058863,60183.76003290007,112,0.0,0.0,buy_signal
2020-03-17,BUY,15,3531.568364580024,52973.52546870036,113,0.0,0.0,buy_signal
2020-03-18,BUY,14,3550.1945861589306,49702.72420622503,114,0.0,0.0,buy_signal
2020-03-19,BUY,45,3425.5458732241477,154149.56429508666,115,0.0,0.0,buy_signal
2020-03-20,BUY,46,3408.888970063449,156808.89262291865,116,0.0,0.0,buy_signal
2020-03-23,BUY,53,3357.004500436739,177921.23852314716,117,0.0,0.0,buy_signal
2020-03-24,SELL,53,3408.4247991551456,180646.51435522272,117,2711.3964309983908,2160.576246041068,take_profit
2020-03-24,BUY,36,3409.7884418033373,122752.38390492013,118,0.0,0.0,buy_signal
2020-03-25,BUY,51,3359.5902635250104,171339.10343977553,119,0.0,0.0,buy_signal
2020-03-26,SELL,51,3399.0905578916368,173353.61845247349,119,2001.200143696263,1594.6563345043671,take_profit
2020-03-26,BUY,30,3400.4504660964344,102013.51398289303,120,0.0,0.0,buy_signal
2020-03-27,SELL,45,3531.2869468580093,158907.9126086104,115,4687.753052672434,3735.436020022029,take_profit
2020-03-27,SELL,46,3531.2869468580093,162439.19955546843,116,5570.16672538335,4438.587355121723,take_profit
2020-03-27,SELL,36,3531.2869468580093,127126.33008688834,118,4345.547728469442,3462.7497074308744,take_profit
2020-03-27,SELL,30,3531.2869468580093,105938.60840574028,120,3916.9901555180722,3121.2536054245757,take_profit
2020-03-27,BUY,5,3532.6997441962203,17663.4987209811,121,0.0,0.0,buy_signal
2020-03-30,BUY,9,3486.421031079257,31377.78927971331,122,0.0,0.0,buy_signal
2020-03-31,BUY,21,3451.5079337372795,72481.66660848288,123,0.0,0.0,buy_signal
2020-04-01,BUY,15,3469.1341402859703,52037.012104289555,124,0.0,0.0,buy_signal
2020-04-02,BUY,17,3479.349916441495,59148.94857950542,125,0.0,0.0,buy_signal
2020-04-03,BUY,44,3405.771621000285,149853.95132401254,126,0.0,0.0,buy_signal
2020-04-06,BUY,29,3447.972721521871,99991.20892413426,127,0.0,0.0,buy_signal
2020-04-07,SELL,17,3583.6730306682507,60922.44152136026,112,666.5852361118127,531.168445395698,take_profit
2020-04-07,SELL,15,3583.6730306682507,53755.09546002376,113,722.0202449684014,575.3418322030707,take_profit
2020-04-07,SELL,5,3583.6730306682507,17918.365153341252,121,245.5323218980299,195.65243070444512,take_profit
2020-04-07,SELL,9,3583.6730306682507,32253.057276014257,122,860.8826108817531,685.9943084811249,take_profit
2020-04-07,SELL,21,3583.6730306682507,75257.13364403327,123,2747.467722655594,2189.31965479811,take_profit
2020-04-07,SELL,15,3583.6730306682507,53755.09546002376,124,1702.079156980525,1356.3017762399313,take_profit
2020-04-07,SELL,17,3583.6730306682507,60922.44152136026,125,1759.8853838368918,1402.3646681104274,take_profit
2020-04-07,SELL,44,3583.6730306682507,157681.61334940302,126,7803.921890982539,6218.555158829436,take_profit
2020-04-07,SELL,29,3583.6730306682507,103926.51788937928,127,3927.309743152485,3129.4767688310576,take_profit
2020-04-07,BUY,2,3585.1067866317103,7170.213573263421,128,0.0,0.0,buy_signal
2020-04-08,BUY,6,3583.581261486366,21501.487568918197,129,0.0,0.0,buy_signal
2020-04-09,BUY,7,3562.3228566530315,24936.25999657122,130,0.0,0.0,buy_signal
2020-04-10,BUY,13,3480.8583296944503,45251.15828602785,131,0.0,0.0,buy_signal
2020-04-13,BUY,10,3515.9492593695863,35159.49259369586,132,0.0,0.0,buy_signal
2020-04-14,BUY,42,3412.8766964186066,143340.82124958147,133,0.0,0.0,buy_signal
2020-04-15,BUY,54,3325.0428324946124,179552.31295470908,134,0.0,0.0,buy_signal
2020-04-16,SELL,54,3432.3906551637465,185349.09537884232,134,5782.550481254072,4607.8253509873075,take_profit
2020-04-16,BUY,27,3433.7638860719935,92711.62492394382,135,0.0,0.0,buy_signal
2020-04-17,BUY,40,3360.459461185676,134418.37844742704,136,0.0,0.0,buy_signal
2020-04-20,SELL,40,3447.9123719481713,137916.49487792686,136,3487.520667082924,2779.0308435650277,take_profit
2020-04-20,BUY,15,3449.291812785118,51739.37719177677,137,0.0,0.0,buy_signal
2020-04-21,SELL,13,3574.9325988756905,46474.12378538398,131,1198.9317601005157,955.368773036096,take_profit
2020-04-21,SELL,10,3574.9325988756905,35749.32598875691,132,574.0396236621856,457.42347411521257,take_profit
2020-04-21,SELL,42,3574.9325988756905,150147.169152779,133,6751.028141744934,5379.556774749451,take_profit
2020-04-21,SELL,27,3574.9325988756905,96523.18016964365,135,3790.022794994359,3020.0796641912552,take_profit
2020-04-21,SELL,15,3574.9325988756905,53623.98898313536,137,1880.5004026092638,1498.4767458191918,take_profit
2020-04-21,BUY,1,3576.362857967059,3576.362857967059,138,0.0,0.0,buy_signal
2020-04-22,BUY,1,3598.555359523725,3598.555359523725,139,0.0,0.0,buy_signal
2020-04-23,SELL,1,3652.646797883871,3652.646797883871,104,58.1320218890536,46.32250164229236,take_profit
2020-04-23,SELL,14,3652.646797883871,51137.055170374195,111,1065.3847683836345,848.9518526864993,take_profit
2020-04-23,SELL,14,3652.646797883871,51137.055170374195,114,1337.488962186089,1065.7780795179851,take_profit
2020-04-23,SELL,2,3652.646797883871,7305.293595767742,128,128.64183681616663,102.50824766696238,take_profit
2020-04-23,SELL,6,3652.646797883871,21915.880787303227,129,396.72528917795034,316.13054668144974,take_profit
2020-04-23,SELL,7,3652.646797883871,25568.527585187097,130,613.5686630838508,488.92218917836647,take_profit
2020-04-23,SELL,1,3652.646797883871,3652.646797883871,138,75.72874124813227,60.3444474635742,take_profit
2020-04-23,BUY,1,3654.1081488732225,3654.1081488732225,140,0.0,0.0,buy_signal
2020-04-24,SELL,53,3801.6432725346017,201487.09344433388,49,5016.8265839536125,3997.658263423436,take_profit
2020-04-24,SELL,1,3801.6432725346017,3801.6432725346017,105,172.0164219421781,137.07128582462462,take_profit
2020-04-24,SELL,1,3801.6432725346017,3801.6432725346017,106,159.56665198110775,127.15068663114572,take_profit
2020-04-24,SELL,1,3801.6432725346017,3801.6432725346017,107,166.0778592924629,132.33914217719905,take_profit
2020-04-24,SELL,8,3801.6432725346017,30413.146180276814,110,1575.9928591646135,1255.8299098253224,take_profit
2020-04-24,SELL,1,3801.6432725346017,3801.6432725346017,139,202.51673282047352,161.37545854799433,take_profit
2020-04-24,SELL,1,3801.6432725346017,3801.6432725346017,140,147.2433158929395,117.33083626928885,take_profit
2020-04-28,BUY,1,3737.9798260629623,3737.9798260629623,141,0.0,0.0,buy_signal
2020-04-29,BUY,5,3629.3265432149597,18146.632716074797,142,0.0,0.0,buy_signal
2020-04-30,BUY,7,3632.6648640481167,25428.654048336815,143,0.0,0.0,buy_signal
2020-05-01,SELL,5,3766.0121285246573,18830.060642623288,142,680.5879231057829,542.3264865268432,take_profit
2020-05-01,SELL,7,3766.0121285246573,26362.0848996726,143,931.4099095751743,742.1939864449777,take_profit
2020-05-01,BUY,2,3767.5188347173057,7535.037669434611,144,0.0,0.0,buy_signal
2020-05-04,SELL,1,3840.3599361895863,3840.3599361895863,141,101.23819561074173,80.67165617241955,take_profit
2020-05-04,SELL,2,3840.3599361895863,7680.719872379173,144,145.09211768760858,115.6166539793709,take_profit
2020-05-05,BUY,1,3755.302345213644,3755.302345213644,145,0.0,0.0,buy_signal
2020-05-06,BUY,1,3707.307985973683,3707.307985973683,146,0.0,0.0,buy_signal
2020-05-07,BUY,2,3662.6923175051215,7325.384635010243,147,0.0,0.0,buy_signal
2020-05-08,BUY,4,3691.98656861288,14767.94627445152,148,0.0,0.0,buy_signal
2020-05-11,BUY,8,3675.708223566611,29405.66578853289,149,0.0,0.0,buy_signal
2020-05-12,BUY,5,3699.193808148365,18495.969040741824,150,0.0,0.0,buy_signal
2020-05-13,SELL,2,3719.7508676100306,7439.501735220061,147,111.84997288858185,89.12765089626645,take_profit
2020-05-13,BUY,2,3721.239065596672,7442.478131193344,151,0.0,0.0,buy_signal
2020-05-14,BUY,2,3707.9419604781897,7415.883920956379,152,0.0,0.0,buy_signal
2020-05-15,BUY,3,3700.890325855673,11102.670977567019,153,0.0,0.0,buy_signal
2020-05-18,BUY,2,3719.7359144347315,7439.471828869463,154,0.0,0.0,buy_signal
2020-05-19,BUY,4,3715.231204416486,14860.924817665944,155,0.0,0.0,buy_signal
2020-05-20,SELL,4,3743.351919706694,14973.407678826776,148,196.3584660256658,156.4682436525518,take_profit
2020-05-20,SELL,8,3743.351919706694,29946.81535765355,149,525.1985416855671,418.50445794214414,take_profit
2020-05-20,SELL,5,3743.351919706694,18716.75959853347,150,212.23796093469926,169.12181917081512,take_profit
2020-05-20,SELL,3,3743.351919706694,11230.055759120081,153,124.81125990052922,99.45585245173672,take_profit
2020-05-20,BUY,3,3744.849560002636,11234.548680007907,156,0.0,0.0,buy_signal
2020-05-21,SELL,50,3913.0961461532706,195654.80730766352,48,1936.7632654093063,1543.3098080414056,take_profit
2020-05-21,SELL,1,3913.0961461532706,3913.0961461532706,145,154.36983870136262,123.00960596918081,take_profit
2020-05-21,SELL,1,3913.0961461532706,3913.0961461532706,146,202.64814152899018,161.4801715773758,take_profit
2020-05-21,SELL,2,3913.0961461532706,7826.192292306541,151,380.2632113153057,303.01273993660135,take_profit
2020-05-21,SELL,2,3913.0961461532706,7826.192292306541,152,407.42479474621655,324.65644769352264,take_profit
2020-05-21,SELL,2,3913.0961461532706,7826.192292306541,154,384.9742370407098,306.7667207858896,take_profit
2020-05-21,SELL,4,3913.0961461532706,15652.384584613083,155,789.1061687894816,628.7992505998984,take_profit
2020-05-21,SELL,3,3913.0961461532706,11739.288438459811,156,503.8387334702103,401.4838947657371,take_profit
