combo,n_components,tp_pct,n_trades,n_signals_raw,hit_rate,avg_days_to_tp,avg_win_return,failure_mean,failure_median,avg_mfe,avg_mae,expected_value
RSI<35 + BB<20 + GOLDEN,3,15,3,27,66.6667,110.5000,15.3221,-2.1176,-2.1176,15.2577,-7.2801,9.5088
RSI<35 + BB<10 + GOLDEN,3,15,3,20,66.6667,110.5000,15.3221,-2.1176,-2.1176,15.2577,-7.2801,9.5088
RSI<35 + RSI<40 + GOLDEN,3,15,3,29,66.6667,110.5000,15.3221,-2.1176,-2.1176,15.2577,-7.2801,9.5088
vsMA25<-5 + vsMA75<-5,2,10,6,23,83.3333,52.0000,9.8475,7.2148,7.2148,10.0296,-5.0197,9.4087
RSI<40 + vsMA25<-5 + vsMA75<-5,3,10,6,20,83.3333,52.0000,9.8475,7.2148,7.2148,10.0296,-5.0197,9.4087
RET20<-5 + vsMA25<-5 + vsMA75<-5,3,10,6,23,83.3333,52.0000,9.8475,7.2148,7.2148,10.0296,-5.0197,9.4087
52W<30 + DD<=-10 + RET5<-3,3,20,3,27,33.3333,17.0000,20.4831,3.8575,3.8575,13.4578,-5.9705,9.3993
52W<30,1,15,4,123,50.0000,109.5000,17.0093,1.7486,1.7486,13.4716,-5.5859,9.3790
DD<=-15 + STREAK>=5 + RET20<-5,3,10,4,27,75.0000,18.6667,10.0701,7.2148,7.2148,9.9774,-4.2092,9.3562
DD<=-15 + RET5<-3,2,15,3,22,33.3333,7.0000,18.6591,4.6826,4.6826,14.0113,-6.9152,9.3414
DD<=-10 + DD<=-15 + vsMA75<-5,3,15,3,35,33.3333,7.0000,18.6591,4.6826,4.6826,14.0113,-6.9152,9.3414
DD<=-10 + DD<=-15 + RET5<-3,3,15,3,22,33.3333,7.0000,18.6591,4.6826,4.6826,14.0113,-6.9152,9.3414
RSI<40 + DD<=-10 + DD<=-15,3,15,3,25,33.3333,7.0000,18.6591,4.6826,4.6826,14.0113,-6.9152,9.3414
BB<20 + DD<=-10 + DD<=-15,3,15,3,22,33.3333,7.0000,18.6591,4.6826,4.6826,14.0113,-6.9152,9.3414
BB<20 + DD<=-15 + RET5<-3,3,15,3,21,33.3333,7.0000,18.6591,4.6826,4.6826,14.0113,-6.9152,9.3414
RSI<40 + DD<=-15 + RET5<-3,3,15,3,21,33.3333,7.0000,18.6591,4.6826,4.6826,14.0113,-6.9152,9.3414
RSI<40 + BB<20 + DD<=-15,3,15,3,22,33.3333,7.0000,18.6591,4.6826,4.6826,14.0113,-6.9152,9.3414
DD<=-10 + DD<=-15,2,15,3,41,33.3333,7.0000,18.6591,4.6826,4.6826,14.0113,-6.9152,9.3414
DD<=-15 + vsMA75<-5,2,15,3,35,33.3333,7.0000,18.6591,4.6826,4.6826,14.0113,-6.9152,9.3414
DD<=-15,1,15,3,41,33.3333,7.0000,18.6591,4.6826,4.6826,14.0113,-6.9152,9.3414
BB<20 + DD<=-15,2,15,3,22,33.3333,7.0000,18.6591,4.6826,4.6826,14.0113,-6.9152,9.3414
RSI<40 + DD<=-15,2,15,3,25,33.3333,7.0000,18.6591,4.6826,4.6826,14.0113,-6.9152,9.3414
RSI<40 + DD<=-15 + vsMA75<-5,3,15,3,21,33.3333,7.0000,18.6591,4.6826,4.6826,14.0113,-6.9152,9.3414
52W<30 + DD<=-15 + STREAK>=5,3,15,2,25,0.0000,,15.0000,9.3280,9.3280,11.5037,-6.4836,9.3280
52W<30 + DD<=-15 + STREAK>=5,3,20,2,25,0.0000,,20.0000,9.3280,9.3280,11.5037,-6.4836,9.3280
RSI<40 + STREAK>=5 + RET5<-3,3,10,5,21,80.0000,75.7500,10.4125,4.9598,4.9598,9.6669,-5.1489,9.3220
DD<=-10 + STREAK>=5 + RET5<-3,3,10,5,24,80.0000,75.7500,10.4125,4.9598,4.9598,9.6669,-5.1489,9.3220
STREAK>=5 + RET5<-3,2,10,5,24,80.0000,75.7500,10.4125,4.9598,4.9598,9.6669,-5.1489,9.3220
BB<20 + STREAK>=5 + RET5<-3,3,10,5,22,80.0000,75.7500,10.4125,4.9598,4.9598,9.6669,-5.1489,9.3220
vsMA25<-5 + vsMA75<-5,2,20,3,23,33.3333,71.0000,18.8195,4.5461,4.5461,15.1710,-6.6310,9.3039
RET20<-5 + vsMA25<-5 + vsMA75<-5,3,20,3,23,33.3333,71.0000,18.8195,4.5461,4.5461,15.1710,-6.6310,9.3039
RSI<40 + vsMA25<-5 + vsMA75<-5,3,20,3,20,33.3333,71.0000,18.8195,4.5461,4.5461,15.1710,-6.6310,9.3039
BB<20 + BB<10 + 52W<30,3,15,4,47,50.0000,81.5000,16.8309,1.7486,1.7486,13.4492,-6.0464,9.2898
BB<20 + 52W<30,2,15,4,64,50.0000,81.5000,16.8309,1.7486,1.7486,13.4492,-6.0464,9.2898
BB<10 + 52W<30 + RET5<-3,3,15,4,31,50.0000,81.5000,16.8309,1.7486,1.7486,13.4492,-6.0464,9.2898
BB<20 + 52W<30 + RET5<-3,3,15,4,34,50.0000,81.5000,16.8309,1.7486,1.7486,13.4492,-6.0464,9.2898
BB<10 + 52W<30,2,15,4,47,50.0000,81.5000,16.8309,1.7486,1.7486,13.4492,-6.0464,9.2898
52W<30 + RET5<-3,2,15,4,37,50.0000,81.5000,16.8309,1.7486,1.7486,13.4492,-6.0464,9.2898
RSI<35 + DD<=-10 + GOLDEN,3,20,2,22,50.0000,168.0000,21.1848,-2.6810,-2.6810,14.0393,-11.0731,9.2519
DD<=-15 + RET20<-5,2,15,3,31,33.3333,7.0000,18.6591,4.5360,4.5360,12.1129,-5.8614,9.2437
DD<=-10 + DD<=-15 + RET20<-5,3,15,3,31,33.3333,7.0000,18.6591,4.5360,4.5360,12.1129,-5.8614,9.2437
DD<=-15 + RET20<-5 + vsMA75<-5,3,15,3,30,33.3333,7.0000,18.6591,4.5360,4.5360,12.1129,-5.8614,9.2437
BB<10 + STREAK>=5 + RET5<-3,3,10,4,20,75.0000,96.0000,10.6433,4.9598,4.9598,9.3844,-5.8501,9.2224
BB<10 + DD<=-10 + GOLDEN,3,20,2,25,50.0000,186.0000,20.8048,-2.6810,-2.6810,14.1434,-13.0667,9.0619
BB<20 + DD<=-10 + GOLDEN,3,20,2,37,50.0000,186.0000,20.8048,-2.6810,-2.6810,14.1434,-13.0667,9.0619
DD<=-10 + GOLDEN,2,20,2,67,50.0000,186.0000,20.8048,-2.6810,-2.6810,14.1434,-13.0667,9.0619
RET20<-5 + RET5<-3,2,20,4,41,50.0000,120.0000,19.9415,-2.0798,-2.0798,16.1980,-8.4980,8.9309
RSI<40 + BB<10 + RET20<-5,3,20,4,44,50.0000,120.0000,19.9415,-2.0798,-2.0798,16.1980,-8.4980,8.9309
RSI<40 + RET20<-5,2,20,4,72,50.0000,120.0000,19.9415,-2.0798,-2.0798,16.1980,-8.4980,8.9309
RSI<40 + RET20<-5 + RET5<-3,3,20,4,39,50.0000,120.0000,19.9415,-2.0798,-2.0798,16.1980,-8.4980,8.9309
BB<20 + RET20<-5,2,20,4,67,50.0000,120.0000,19.9415,-2.0798,-2.0798,16.1980,-8.4980,8.9309
BB<20 + RET20<-5 + RET5<-3,3,20,4,39,50.0000,120.0000,19.9415,-2.0798,-2.0798,16.1980,-8.4980,8.9309
RSI<40 + BB<20 + RET20<-5,3,20,4,63,50.0000,120.0000,19.9415,-2.0798,-2.0798,16.1980,-8.4980,8.9309
RET20<-5,1,20,4,118,50.0000,120.0000,19.9415,-2.0798,-2.0798,16.1980,-8.4980,8.9309
BB<20 + BB<10 + RET20<-5,3,20,4,46,50.0000,120.0000,19.9415,-2.0798,-2.0798,16.1980,-8.4980,8.9309
BB<10 + RET20<-5 + RET5<-3,3,20,4,36,50.0000,120.0000,19.9415,-2.0798,-2.0798,16.1980,-8.4980,8.9309
BB<10 + RET20<-5,2,20,4,46,50.0000,120.0000,19.9415,-2.0798,-2.0798,16.1980,-8.4980,8.9309
RSI<40 + RET5<-3,2,20,4,63,50.0000,142.5000,20.7517,-2.9117,-2.9117,16.0481,-9.2405,8.9200
RSI<40 + BB<10 + RET5<-3,3,20,4,57,50.0000,142.5000,20.7517,-2.9117,-2.9117,16.0481,-9.2405,8.9200
RSI<40 + BB<20 + RET5<-3,3,20,4,62,50.0000,142.5000,20.7517,-2.9117,-2.9117,16.0481,-9.2405,8.9200
BB<10 + RET5<-3 + GOLDEN,3,15,3,34,66.6667,163.0000,16.9579,-7.4680,-7.4680,14.6698,-11.0865,8.8159
BB<20 + RET5<-3 + GOLDEN,3,15,3,38,66.6667,163.0000,16.9579,-7.4680,-7.4680,14.6698,-11.0865,8.8159
RSI<40 + DD<=-10 + GOLDEN,3,20,2,40,50.0000,169.0000,20.3066,-2.6810,-2.6810,13.6002,-11.4223,8.8128
52W<30 + DD<=-10 + RET5<-3,3,15,3,27,33.3333,7.0000,18.6591,3.8575,3.8575,12.9109,-5.9705,8.7914
DD<=-10 + RET5<-3 + GOLDEN,3,20,2,23,50.0000,171.0000,20.1570,-2.6810,-2.6810,13.5766,-11.9071,8.7380
DD<=-15 + STREAK>=5,2,10,4,36,75.0000,46.0000,9.9775,4.9598,4.9598,9.1568,-5.3246,8.7231
DD<=-15 + STREAK>=5 + vsMA75<-5,3,10,4,30,75.0000,46.0000,9.9775,4.9598,4.9598,9.1568,-5.3246,8.7231
RSI<40 + DD<=-15 + STREAK>=5,3,10,4,20,75.0000,46.0000,9.9775,4.9598,4.9598,9.1568,-5.3246,8.7231
DD<=-10 + DD<=-15 + STREAK>=5,3,10,4,36,75.0000,46.0000,9.9775,4.9598,4.9598,9.1568,-5.3246,8.7231
BB<10 + RET20<-5 + vsMA25<-5,3,20,4,23,50.0000,90.0000,20.0773,-2.6676,-2.6676,15.9736,-8.0227,8.7049
RSI<40 + RET20<-5 + vsMA25<-5,3,20,4,28,50.0000,90.0000,20.0773,-2.6676,-2.6676,15.9736,-8.0227,8.7049
BB<20 + RET20<-5 + vsMA25<-5,3,20,4,27,50.0000,90.0000,20.0773,-2.6676,-2.6676,15.9736,-8.0227,8.7049
RET20<-5 + RET5<-3 + vsMA25<-5,3,20,4,25,50.0000,90.0000,20.0773,-2.6676,-2.6676,15.9736,-8.0227,8.7049
RSI<35 + RET20<-5 + vsMA25<-5,3,20,4,21,50.0000,90.0000,20.0773,-2.6676,-2.6676,15.9736,-8.0227,8.7049
RET20<-5 + vsMA25<-5,2,20,4,31,50.0000,90.0000,20.0773,-2.6676,-2.6676,15.9736,-8.0227,8.7049
BB<20 + 52W<20,2,15,3,37,66.6667,11.5000,16.7725,-7.4353,-7.4353,14.0308,-4.9738,8.7033
52W<20,1,15,3,52,66.6667,11.5000,16.7725,-7.4353,-7.4353,14.0308,-4.9738,8.7033
52W<30 + 52W<20,2,15,3,52,66.6667,11.5000,16.7725,-7.4353,-7.4353,14.0308,-4.9738,8.7033
52W<30 + 52W<20 + RET5<-3,3,15,3,22,66.6667,11.5000,16.7725,-7.4353,-7.4353,14.0308,-4.9738,8.7033
52W<20 + RET5<-3,2,15,3,22,66.6667,11.5000,16.7725,-7.4353,-7.4353,14.0308,-4.9738,8.7033
BB<10 + 52W<20 + RET5<-3,3,15,3,20,66.6667,11.5000,16.7725,-7.4353,-7.4353,14.0308,-4.9738,8.7033
BB<10 + 52W<30 + 52W<20,3,15,3,30,66.6667,11.5000,16.7725,-7.4353,-7.4353,14.0308,-4.9738,8.7033
BB<20 + BB<10 + 52W<20,3,15,3,30,66.6667,11.5000,16.7725,-7.4353,-7.4353,14.0308,-4.9738,8.7033
BB<20 + 52W<30 + 52W<20,3,15,3,37,66.6667,11.5000,16.7725,-7.4353,-7.4353,14.0308,-4.9738,8.7033
BB<20 + 52W<20 + RET5<-3,3,15,3,21,66.6667,11.5000,16.7725,-7.4353,-7.4353,14.0308,-4.9738,8.7033
BB<10 + 52W<20,2,15,3,30,66.6667,11.5000,16.7725,-7.4353,-7.4353,14.0308,-4.9738,8.7033
STREAK>=20,1,10,3,40,66.6667,36.0000,10.7785,4.5034,4.5034,8.9266,-1.0357,8.6868
DD<=-10 + STREAK>=10 + STREAK>=20,3,10,3,40,66.6667,36.0000,10.7785,4.5034,4.5034,8.9266,-1.0357,8.6868
DD<=-10 + STREAK>=5 + STREAK>=20,3,10,3,40,66.6667,36.0000,10.7785,4.5034,4.5034,8.9266,-1.0357,8.6868
STREAK>=10 + STREAK>=20,2,10,3,40,66.6667,36.0000,10.7785,4.5034,4.5034,8.9266,-1.0357,8.6868
STREAK>=5 + STREAK>=20,2,10,3,40,66.6667,36.0000,10.7785,4.5034,4.5034,8.9266,-1.0357,8.6868
DD<=-10 + STREAK>=20,2,10,3,40,66.6667,36.0000,10.7785,4.5034,4.5034,8.9266,-1.0357,8.6868
STREAK>=5 + STREAK>=10 + STREAK>=20,3,10,3,40,66.6667,36.0000,10.7785,4.5034,4.5034,8.9266,-1.0357,8.6868
RET5<-3 + vsMA25<-5,2,20,4,28,50.0000,90.0000,20.0773,-2.7410,-2.7410,15.6182,-8.3155,8.6682
RSI<35 + RSI<40 + vsMA25<-5,3,20,4,24,50.0000,90.0000,20.0773,-2.7410,-2.7410,15.6182,-8.3155,8.6682
BB<20 + vsMA25<-5,2,20,4,30,50.0000,90.0000,20.0773,-2.7410,-2.7410,15.6182,-8.3155,8.6682
BB<10 + vsMA25<-5,2,20,4,26,50.0000,90.0000,20.0773,-2.7410,-2.7410,15.6182,-8.3155,8.6682
BB<20 + BB<10 + vsMA25<-5,3,20,4,26,50.0000,90.0000,20.0773,-2.7410,-2.7410,15.6182,-8.3155,8.6682
RSI<40 + RET5<-3 + vsMA25<-5,3,20,4,28,50.0000,90.0000,20.0773,-2.7410,-2.7410,15.6182,-8.3155,8.6682
vsMA25<-5,1,20,4,34,50.0000,90.0000,20.0773,-2.7410,-2.7410,15.6182,-8.3155,8.6682
BB<10 + RET5<-3 + vsMA25<-5,3,20,4,25,50.0000,90.0000,20.0773,-2.7410,-2.7410,15.6182,-8.3155,8.6682
RSI<35 + BB<20 + vsMA25<-5,3,20,4,24,50.0000,90.0000,20.0773,-2.7410,-2.7410,15.6182,-8.3155,8.6682
RSI<35 + BB<10 + vsMA25<-5,3,20,4,24,50.0000,90.0000,20.0773,-2.7410,-2.7410,15.6182,-8.3155,8.6682
RSI<40 + vsMA25<-5,2,20,4,31,50.0000,90.0000,20.0773,-2.7410,-2.7410,15.6182,-8.3155,8.6682
RSI<40 + BB<10 + vsMA25<-5,3,20,4,26,50.0000,90.0000,20.0773,-2.7410,-2.7410,15.6182,-8.3155,8.6682
RSI<40 + BB<20 + vsMA25<-5,3,20,4,30,50.0000,90.0000,20.0773,-2.7410,-2.7410,15.6182,-8.3155,8.6682
RSI<35 + vsMA25<-5,2,20,4,24,50.0000,90.0000,20.0773,-2.7410,-2.7410,15.6182,-8.3155,8.6682
RSI<35 + RET5<-3 + vsMA25<-5,3,20,4,23,50.0000,90.0000,20.0773,-2.7410,-2.7410,15.6182,-8.3155,8.6682
BB<20 + RET5<-3 + vsMA25<-5,3,20,4,28,50.0000,90.0000,20.0773,-2.7410,-2.7410,15.6182,-8.3155,8.6682
RSI<40 + RET20<-5 + GOLDEN,3,15,3,46,66.6667,110.5000,15.3221,-5.0472,-5.0472,14.7506,-7.6482,8.5323
BB<20 + RET20<-5 + GOLDEN,3,15,3,40,66.6667,110.5000,15.3221,-5.0472,-5.0472,14.7506,-7.6482,8.5323
RET20<-5 + GOLDEN,2,15,3,60,66.6667,110.5000,15.3221,-5.0472,-5.0472,14.7506,-7.6482,8.5323
RET20<-5 + RET5<-3 + GOLDEN,3,15,3,22,66.6667,110.5000,15.3221,-5.0472,-5.0472,14.7506,-7.6482,8.5323
BB<10 + RET20<-5 + GOLDEN,3,15,3,25,66.6667,110.5000,15.3221,-5.0472,-5.0472,14.7506,-7.6482,8.5323
DD<=-10 + DD<=-15 + RET20<-5,3,10,5,31,80.0000,14.2500,9.9002,2.8772,2.8772,9.4619,-4.0937,8.4956
DD<=-15 + RET20<-5,2,10,5,31,80.0000,14.2500,9.9002,2.8772,2.8772,9.4619,-4.0937,8.4956
RSI<35 + vsMA75<-5,2,20,3,24,33.3333,71.0000,18.8195,3.1909,3.1909,14.2068,-7.4454,8.4004
RSI<35 + BB<10 + vsMA75<-5,3,20,3,21,33.3333,71.0000,18.8195,3.1909,3.1909,14.2068,-7.4454,8.4004
RSI<35 + RET20<-5 + vsMA75<-5,3,20,3,21,33.3333,71.0000,18.8195,3.1909,3.1909,14.2068,-7.4454,8.4004
RSI<35 + RSI<40 + vsMA75<-5,3,20,3,24,33.3333,71.0000,18.8195,3.1909,3.1909,14.2068,-7.4454,8.4004
RSI<35 + BB<20 + vsMA75<-5,3,20,3,24,33.3333,71.0000,18.8195,3.1909,3.1909,14.2068,-7.4454,8.4004
RSI<40 + STREAK>=5 + vsMA75<-5,3,10,6,26,83.3333,46.8000,10.1832,-0.5218,-0.5218,9.3628,-4.7527,8.3990
BB<20 + STREAK>=5 + vsMA75<-5,3,10,6,28,83.3333,46.8000,10.1832,-0.5218,-0.5218,9.3628,-4.7527,8.3990
STREAK>=5 + vsMA75<-5,2,10,6,52,83.3333,46.8000,10.1832,-0.5218,-0.5218,9.3628,-4.7527,8.3990
DD<=-10 + STREAK>=5 + vsMA75<-5,3,10,6,52,83.3333,46.8000,10.1832,-0.5218,-0.5218,9.3628,-4.7527,8.3990
DD<=-15,1,10,5,41,80.0000,34.7500,9.8308,2.2760,2.2760,9.1379,-4.7091,8.3198
DD<=-10 + DD<=-15 + RET5<-3,3,10,5,22,80.0000,34.7500,9.8308,2.2760,2.2760,9.1379,-4.7091,8.3198
DD<=-10 + DD<=-15 + vsMA75<-5,3,10,5,35,80.0000,34.7500,9.8308,2.2760,2.2760,9.1379,-4.7091,8.3198
BB<20 + DD<=-10 + DD<=-15,3,10,5,22,80.0000,34.7500,9.8308,2.2760,2.2760,9.1379,-4.7091,8.3198
RSI<40 + DD<=-15 + RET5<-3,3,10,5,21,80.0000,34.7500,9.8308,2.2760,2.2760,9.1379,-4.7091,8.3198
BB<20 + DD<=-15,2,10,5,22,80.0000,34.7500,9.8308,2.2760,2.2760,9.1379,-4.7091,8.3198
BB<20 + DD<=-15 + RET5<-3,3,10,5,21,80.0000,34.7500,9.8308,2.2760,2.2760,9.1379,-4.7091,8.3198
RSI<40 + DD<=-15 + vsMA75<-5,3,10,5,21,80.0000,34.7500,9.8308,2.2760,2.2760,9.1379,-4.7091,8.3198
DD<=-15 + vsMA75<-5,2,10,5,35,80.0000,34.7500,9.8308,2.2760,2.2760,9.1379,-4.7091,8.3198
RSI<40 + BB<20 + DD<=-15,3,10,5,22,80.0000,34.7500,9.8308,2.2760,2.2760,9.1379,-4.7091,8.3198
RSI<40 + DD<=-15,2,10,5,25,80.0000,34.7500,9.8308,2.2760,2.2760,9.1379,-4.7091,8.3198
DD<=-15 + RET5<-3,2,10,5,22,80.0000,34.7500,9.8308,2.2760,2.2760,9.1379,-4.7091,8.3198
RSI<40 + DD<=-10 + DD<=-15,3,10,5,25,80.0000,34.7500,9.8308,2.2760,2.2760,9.1379,-4.7091,8.3198
DD<=-10 + DD<=-15,2,10,5,41,80.0000,34.7500,9.8308,2.2760,2.2760,9.1379,-4.7091,8.3198
RSI<40 + vsMA25<-5 + vsMA75<-5,3,15,3,20,33.3333,64.0000,15.7595,4.5461,4.5461,13.9293,-6.6310,8.2839
vsMA25<-5 + vsMA75<-5,2,15,3,23,33.3333,64.0000,15.7595,4.5461,4.5461,13.9293,-6.6310,8.2839
RET20<-5 + vsMA25<-5 + vsMA75<-5,3,15,3,23,33.3333,64.0000,15.7595,4.5461,4.5461,13.9293,-6.6310,8.2839
52W<30 + STREAK>=10 + vsMA75<-5,3,10,2,20,50.0000,11.0000,10.4715,5.9897,5.9897,9.8816,-4.0159,8.2306
RSI<40 + DD<=-10 + STREAK>=5,3,10,5,37,80.0000,75.7500,10.4125,-0.5218,-0.5218,9.2378,-6.0667,8.2256
RSI<40 + BB<20 + STREAK>=5,3,10,5,31,80.0000,75.7500,10.4125,-0.5218,-0.5218,9.2378,-6.0667,8.2256
RSI<40 + STREAK>=5,2,10,5,37,80.0000,75.7500,10.4125,-0.5218,-0.5218,9.2378,-6.0667,8.2256
BB<20 + DD<=-10 + STREAK>=5,3,10,5,41,80.0000,75.7500,10.4125,-0.5218,-0.5218,9.2378,-6.0667,8.2256
BB<20 + STREAK>=5,2,10,5,41,80.0000,75.7500,10.4125,-0.5218,-0.5218,9.2378,-6.0667,8.2256
BB<20 + BB<10 + vsMA75<-5,3,20,3,29,33.3333,71.0000,18.8195,2.9149,2.9149,14.2517,-7.4074,8.2165
RET5<-3 + vsMA75<-5,2,20,3,28,33.3333,71.0000,18.8195,2.9149,2.9149,14.2517,-7.4074,8.2165
RET20<-5 + vsMA75<-5,2,20,3,50,33.3333,71.0000,18.8195,2.9149,2.9149,14.2517,-7.4074,8.2165
vsMA75<-5,1,20,3,67,33.3333,71.0000,18.8195,2.9149,2.9149,14.2517,-7.4074,8.2165
RET20<-5 + RET5<-3 + vsMA75<-5,3,20,3,20,33.3333,71.0000,18.8195,2.9149,2.9149,14.2517,-7.4074,8.2165
RSI<40 + RET5<-3 + vsMA75<-5,3,20,3,25,33.3333,71.0000,18.8195,2.9149,2.9149,14.2517,-7.4074,8.2165
RSI<40 + RET20<-5 + vsMA75<-5,3,20,3,31,33.3333,71.0000,18.8195,2.9149,2.9149,14.2517,-7.4074,8.2165
BB<20 + RET5<-3 + vsMA75<-5,3,20,3,25,33.3333,71.0000,18.8195,2.9149,2.9149,14.2517,-7.4074,8.2165
BB<20 + vsMA75<-5,2,20,3,40,33.3333,71.0000,18.8195,2.9149,2.9149,14.2517,-7.4074,8.2165
RSI<40 + BB<20 + vsMA75<-5,3,20,3,36,33.3333,71.0000,18.8195,2.9149,2.9149,14.2517,-7.4074,8.2165
RSI<40 + BB<10 + vsMA75<-5,3,20,3,29,33.3333,71.0000,18.8195,2.9149,2.9149,14.2517,-7.4074,8.2165
BB<20 + RET20<-5 + vsMA75<-5,3,20,3,29,33.3333,71.0000,18.8195,2.9149,2.9149,14.2517,-7.4074,8.2165
BB<10 + RET20<-5 + vsMA75<-5,3,20,3,22,33.3333,71.0000,18.8195,2.9149,2.9149,14.2517,-7.4074,8.2165
BB<10 + vsMA75<-5,2,20,3,29,33.3333,71.0000,18.8195,2.9149,2.9149,14.2517,-7.4074,8.2165
BB<10 + RET5<-3 + vsMA75<-5,3,20,3,22,33.3333,71.0000,18.8195,2.9149,2.9149,14.2517,-7.4074,8.2165
RSI<40 + vsMA75<-5,2,20,3,38,33.3333,71.0000,18.8195,2.9149,2.9149,14.2517,-7.4074,8.2165
DD<=-15 + STREAK>=5 + STREAK>=10,3,10,4,25,75.0000,29.0000,10.1419,2.3167,2.3167,8.6070,-1.4204,8.1856
DD<=-10 + DD<=-15 + STREAK>=10,3,10,4,25,75.0000,29.0000,10.1419,2.3167,2.3167,8.6070,-1.4204,8.1856
DD<=-15 + STREAK>=10,2,10,4,25,75.0000,29.0000,10.1419,2.3167,2.3167,8.6070,-1.4204,8.1856
STREAK>=5,1,10,5,147,80.0000,75.7500,10.4125,-1.1254,-1.1254,9.1123,-6.1678,8.1049
DD<=-10 + STREAK>=5,2,10,5,147,80.0000,75.7500,10.4125,-1.1254,-1.1254,9.1123,-6.1678,8.1049
RSI<40,1,20,4,113,50.0000,143.5000,20.7574,-4.8070,-4.8070,15.0003,-10.0788,7.9752
RSI<40 + BB<20 + BB<10,3,20,4,79,50.0000,143.5000,20.7574,-4.8070,-4.8070,15.0003,-10.0788,7.9752
RSI<40 + BB<10,2,20,4,79,50.0000,143.5000,20.7574,-4.8070,-4.8070,15.0003,-10.0788,7.9752
RSI<40 + BB<20,2,20,4,104,50.0000,143.5000,20.7574,-4.8070,-4.8070,15.0003,-10.0788,7.9752
STREAK>=5 + RET20<-5 + vsMA75<-5,3,10,5,39,80.0000,56.0000,10.0925,-0.5218,-0.5218,9.1262,-5.2723,7.9697
DD<=-15 + RET20<-5 + vsMA75<-5,3,10,4,30,75.0000,9.6667,9.6417,2.8772,2.8772,9.1341,-4.9820,7.9505
BB<20 + BB<10 + STREAK>=5,3,10,4,27,75.0000,96.0000,10.6433,-0.5218,-0.5218,8.8480,-6.9974,7.8520
RSI<40 + BB<10 + STREAK>=5,3,10,4,23,75.0000,96.0000,10.6433,-0.5218,-0.5218,8.8480,-6.9974,7.8520
BB<10 + DD<=-10 + STREAK>=5,3,10,4,27,75.0000,96.0000,10.6433,-0.5218,-0.5218,8.8480,-6.9974,7.8520
BB<10 + STREAK>=5,2,10,4,27,75.0000,96.0000,10.6433,-0.5218,-0.5218,8.8480,-6.9974,7.8520
BB<20 + 52W<30 + STREAK>=5,3,15,2,29,0.0000,,15.0000,7.8417,7.8417,11.0468,-6.8695,7.8417
52W<30 + STREAK>=5 + vsMA75<-5,3,20,2,33,0.0000,,20.0000,7.8417,7.8417,11.0468,-6.8695,7.8417
52W<30 + DD<=-10 + STREAK>=5,3,20,2,65,0.0000,,20.0000,7.8417,7.8417,11.0468,-6.8695,7.8417
52W<30 + DD<=-10 + STREAK>=5,3,15,2,65,0.0000,,15.0000,7.8417,7.8417,11.0468,-6.8695,7.8417
52W<30 + STREAK>=5 + RET20<-5,3,20,2,37,0.0000,,20.0000,7.8417,7.8417,11.0468,-6.8695,7.8417
52W<30 + STREAK>=5 + RET20<-5,3,15,2,37,0.0000,,15.0000,7.8417,7.8417,11.0468,-6.8695,7.8417
BB<10 + 52W<30 + STREAK>=5,3,15,2,21,0.0000,,15.0000,7.8417,7.8417,11.0468,-6.8695,7.8417
52W<30 + STREAK>=5,2,15,2,65,0.0000,,15.0000,7.8417,7.8417,11.0468,-6.8695,7.8417
52W<30 + STREAK>=5,2,20,2,65,0.0000,,20.0000,7.8417,7.8417,11.0468,-6.8695,7.8417
BB<10 + 52W<30 + STREAK>=5,3,20,2,21,0.0000,,20.0000,7.8417,7.8417,11.0468,-6.8695,7.8417
RSI<40 + 52W<30 + STREAK>=5,3,20,2,24,0.0000,,20.0000,7.8417,7.8417,11.0468,-6.8695,7.8417
RSI<40 + 52W<30 + STREAK>=5,3,15,2,24,0.0000,,15.0000,7.8417,7.8417,11.0468,-6.8695,7.8417
BB<20 + 52W<30 + STREAK>=5,3,20,2,29,0.0000,,20.0000,7.8417,7.8417,11.0468,-6.8695,7.8417
52W<30 + STREAK>=5 + vsMA75<-5,3,15,2,33,0.0000,,15.0000,7.8417,7.8417,11.0468,-6.8695,7.8417
52W<30 + DD<=-10 + STREAK>=10,3,15,2,41,0.0000,,15.0000,7.8324,7.8324,11.1263,-4.4557,7.8324
52W<30 + STREAK>=5 + STREAK>=10,3,15,2,41,0.0000,,15.0000,7.8324,7.8324,11.1263,-4.4557,7.8324
52W<30 + DD<=-10 + STREAK>=10,3,20,2,41,0.0000,,20.0000,7.8324,7.8324,11.1263,-4.4557,7.8324
52W<30 + STREAK>=10,2,15,2,41,0.0000,,15.0000,7.8324,7.8324,11.1263,-4.4557,7.8324
52W<30 + STREAK>=10,2,20,2,41,0.0000,,20.0000,7.8324,7.8324,11.1263,-4.4557,7.8324
52W<30 + STREAK>=10 + RET20<-5,3,15,2,24,0.0000,,15.0000,7.8324,7.8324,11.1263,-4.4557,7.8324
52W<30 + STREAK>=10 + RET20<-5,3,20,2,24,0.0000,,20.0000,7.8324,7.8324,11.1263,-4.4557,7.8324
52W<30 + STREAK>=5 + STREAK>=10,3,20,2,41,0.0000,,20.0000,7.8324,7.8324,11.1263,-4.4557,7.8324
RSI<40 + RET5<-3 + GOLDEN,3,15,3,30,66.6667,129.0000,15.4153,-7.4680,-7.4680,13.7365,-9.0666,7.7875
